name,website,category,date,source
ukonlinecenter.com,https://ukonlinecenter.com,,2023-11-01,fca
Polar BTC,"https://www.polarbtc.com/, www.polarbtc.co",,2023-11-01,fca
quickmega loans,https://quickmegaloans.xyz/,,2023-11-02,fca
Trades Profitly,tradesprofitly.com,,2023-11-02,fca
Digital Trading Markets,https://digitaltradingmarkets.com/,,2023-11-02,fca
CryptoIsYou,https://cryptoisyou.com/,,2023-11-02,fca
excelfund.org,https://excelfund.org/,,2023-11-02,fca
FXP 360 / fxp360.com,"fxp360.uk, fxp360.com",,2023-11-02,fca
Wealthshield,wealthshield.ltd,,2023-11-02,fca
activefinancial.trade (Clone of FCA Authorised Firm),https://activefinancial.trade/,,2023-11-03,fca
Crystal Finance Investment,https://crystal-financeinvestment.com/,,2023-11-03,fca
OXIS & ASSOCIATES LLC,www.oxisandassociatesllc.com,,2023-11-03,fca
ALPHAMININGHUB,https://www.alphamininghub.com/,,2023-11-03,fca
Crypto Mining Nest / cryptominingnest.com,https://cryptominingnest.com/,,2023-11-03,fca
Gerco Capitals / gerco-capitals.com,https://gerco-capitals.com/,,2023-11-03,fca
capital-asset.world,https://capital-asset.world/,,2023-11-03,fca
www.blueworldacqcorp.com,www.blueworldacqcorp.com,,2023-11-03,fca
FX Nexus,www.forex-nexus.online,,2023-11-03,fca
BETACRYPTOMINING,https://betacryptomining.com/,,2023-11-03,fca
Studio Legale Penna / Agostinelli Studio Legale (Clone of FCA Authorised Firm),"https://studiolegaleagostinelli.com/, www.studiolegalepenna.com",,2023-11-03,fca
Alphacrypt Miner,www.alphacrypt-miner.com,,2023-11-03,fca
btb.inc - Be The Bank and/or BTB,btb.inc,,2023-10-30,fca
Broker Capitals,www.brokercapitals.com,,2023-10-31,fca
Digitalelitemarkets,www.digitalelitemarkets.com,,2023-10-31,fca
Premier Group Financial Services (Clone of FCA Authorised firm),www.premierfinancialgroupuk.com,,2023-10-30,fca
UnlimitedWorldwide WinningPlatform,www.unlimitedworldwidewinningplatform.com,,2023-10-31,fca
Coin Exchange / coin-exchanged.com,www.coin-exchanged.com,,2023-10-31,fca
TRADEXPROS,www.traderxpros.com,,2023-10-31,fca
getoutofdebt.co.uk,https://getoutofdebt.co.uk,,2023-10-31,fca
SUREFX Nation,www.surefxnation.com,,2023-10-31,fca
3smoney.pro / 3smoney.org (Clone of FCA Authorised Firm),,,2023-10-31,fca
HowToStopTheBailiffs.co.uk,https://howtostopthebailiffs.co.uk,,2023-10-31,fca
DebtHelperTeam.co.uk,https://debthelperteam.co.uk,,2023-10-31,fca
Fxtradingx,https://fxtradingx.com/,,2023-10-31,fca
WinexGroup / Winex Asset Management Group,"https://winexgroup.io/, https://trade.winexasset.cc/",,2023-10-31,fca
FlashTrade,https://flashtrade.live/,,2023-10-31,fca
HOTMARKETSCFDS,www.hotmarketscfds.com,,2023-11-01,fca
CFARN /  https://cfarn.net/landing,"https://cfarn.net/landing, cfarn.eu",,2023-10-31,fca
maxitradeapex/maxitradeapex.space,www.maxitradeapex.space,,2023-10-31,fca
Alpha One Capital Management,www.alphaonecm.com,,2023-10-25,fca
Parenta Financial Services Limited,https://www.parentafinancialservicesltd.com/,,2023-10-31,fca
PhoenixTB,"www.phoenixtb.io, https://www.phoenixtb.pro/, https://www.phoenix-tb.com/, https://mobtrader.phoenixtb-platform.com/login, https://www.phoenixtb.net/",,2023-10-25,fca
KORTRIGHT CORPORATE PARTNERS LLC,www.kortrightcorporatepartnersllc.com,,2023-10-25,fca
Trust Chain Asset / tchain-asst.live,https://tchain-asst.live/,,2023-10-25,fca
Stoctex,https://stoctexsignals.com/index.html,,2023-10-25,fca
unity-trust.co.uk (Clone of FCA Authorised Firm),https://unity-trust.co.uk/,,2023-10-26,fca
Brown & Andrews / brownandandrews.com (Clone of FCA Authorised Firm),https://www.brownandandrews.com/,,2023-10-25,fca
COIN FACTORY CURRENCY-PLATFORM,www.coinfactorycurrency-platform.com,,2023-10-25,fca
Tropicalvest / www.tropicalvest.com,https://www.tropicalvest.com/,,2023-10-25,fca
BTCC Global Limited / www.btcc.com,https://www.btcc.com/en-US,,2023-10-26,fca
ULTIMATE FX WORLD / ULTIMATEFXWORLD,https://ultimatefxworld.com/,,2023-10-26,fca
GLOBAL FX EARNERS / GLOBALFXEARNERS,https://globalfxearners.com,,2023-10-26,fca
TradesPeck,www.tradespeck.com,,2023-10-26,fca
I CLIVE TRADE / ICLIVETRADE,https://iclivetrade.com/,,2023-10-26,fca
MARKET BY CRYPTO TRADE,"www.shopcryptobroker.com, https://startcryptotrade.com/",,2023-10-27,fca
Bitfinex / bitfinex.com,bitfinex.com,,2023-10-27,fca
Exchange Safe / exchangesafe.com,www.exchangesafe.com,,2023-10-26,fca
KROST GLOBAL CAPITAL PARTNERS,www.krostglobalcapital.com,,2023-10-27,fca
TimBullman / Tim Bullman,www.timbullman.com,,2023-10-27,fca
City Finances / www.city-finance.co.uk,www.city-finance.co.uk,,2023-10-23,fca
TEE United Bank / TEE United Capital,teeunitedcapital.online,,2023-10-23,fca
Integrity Finance & Mortgages,integrity-fm.co.uk,,2023-10-24,fca
Solidusx,"www.solidusx.com, https://www.facebook.com/SolidusX.official, https://twitter.com/SolidusX1",,2023-10-24,fca
NERDWALLETFX INVESTMENT MANAGEMENT INC.,www.nerdwalletfx.com,,2023-10-24,fca
GasTrade Company / gastrade.company,"www.gastrade.company, https://gastrade.co/licenses",,2023-10-23,fca
Fast Payday Loans (Clone of FCA Authorised Firm),,,2023-10-24,fca
visioncapitalltd.com (Clone of FCA Authorised Firm),https://visioncapitalltd.com/,,2023-10-24,fca
Accident Claims Helpline / report-accident.com,"report-accident.com, hastingsdirectclaims.com",,2023-10-24,fca
Fusion Trade,www.fusiontrade.co,,2023-10-24,fca
trustedinsured.com,www.trustedinsured.com,,2023-10-24,fca
stockage-invest.ltd,www.stockage-invest.ltd,,2023-10-24,fca
simcelsuis.ltd,www.simcelsuis.ltd,,2023-10-24,fca
tradeoptionltd.com,www.tradeoptionltd.com,,2023-10-24,fca
Exchangecapitalfx.com Limited,www.exchangecapitalfx.com,,2023-10-24,fca
Elite FX Global Ltd,www.elitefxgloballtd.com,,2023-10-24,fca
Elite Global Bank,www.eliteglobalbank.com,,2023-10-24,fca
"ARG Finance, ARG Finance Services Limited, ARG Personal Loans (Clone of previously authorised Appointed Representative)",,,2023-10-25,fca
Equinox Finances Ltd (Clone of FCA Appointed Representative),,,2023-10-24,fca
smart-traders.tech,https://smart-traders.tech/,,2023-10-19,fca
Bullveer,https://bullveer.com/,,2023-10-19,fca
Dealinvestmentpty.com,dealinvestmentpty.com,,2023-10-19,fca
BLINARU,https://blinaru.com/,,2023-10-19,fca
Perfect-trade.biz,www.Perfect-trade.biz,,2023-10-19,fca
AVALON-BRAND,"https://avalon-brands.com/, https://avalon-brand.com",,2023-10-19,fca
Vontobel Customer Service / Emily Bianchi (Clone of FCA Authorised Firm),,,2023-10-19,fca
Gain Market Cryptoinvestment,https://gainmarketcrypinv.com/,,2023-10-19,fca
primesgain.com,https://primesgain.com,,2023-10-19,fca
Bit-Galaxy,www.bitgalaxy.world,,2023-10-20,fca
ETH Profits,"ethprofits.com, www.ethprofits.io",,2023-10-19,fca
INSTANTGROW,www.instantgrow.cc,,2023-10-20,fca
Accident Management Helpline,accidentmanagementhelpline.com,,2023-10-20,fca
Proven Property Investments,https://provenpropertyinvestments.com/,,2023-10-20,fca
Ascending Bull,https://ascendingbull.com/.,,2023-10-20,fca
ROUACRYPTOTRADES,www.rouacryptotrades.com,,2023-10-20,fca
KINGSWAY COMMERCIAL BANK,www.kingswaycommercialbank.com,,2023-10-20,fca
VERTEXFINWORTH,https://vertexfinworth.com,,2023-10-20,fca
ROBOXFX,www.roboxfx.pro,,2023-10-20,fca
dowgatewealth-hk.com (Clone of FCA Authorised Firm),https://dowgatewealth-hk.com/,,2023-10-20,fca
INFINITECRYPTOLTD.COM,,,2023-10-20,fca
QFS MONATERY BANK,www.qfsmonaterybank.biz,,2023-10-17,fca
AdmiralsFX / admiral-fx.com (Clone of FCA Authorised Firm),"https://admiral-fx.com/, https://client.admiral-fx.com/",,2023-10-17,fca
Instant Quid Finance / instantquidfinance.com,https://instantquidfinance.com,,2023-10-17,fca
EAGLERAVE LTD,www.eaglerave.com,,2023-10-17,fca
Cryptology - cryptology.com,https://cryptology.com,,2023-10-17,fca
Quantixus Limited,https://quantixus.com/,,2023-10-17,fca
VOLTCOINS,,,2023-10-18,fca
Crystaltradeinvestment,https://www.crystaltradeinvestment.net/,,2023-10-17,fca
Cryptocoin Mining FXT Investment Company,https://cryptomfxt.com/,,2023-10-17,fca
Goldmore Asset Management,,,2023-10-17,fca
PLANGUARD INVEST,https://planguardinvest.com,,2023-10-17,fca
ALPHAMINING,https://alphaminingpool.com,,2023-10-17,fca
SATANDER TRADES,https://satandertrades.com,,2023-10-17,fca
Central Plus Finance,https://www.centralplusfinance.com/,,2023-10-17,fca
MetaForeignOptions,www.metaforeignoption.com,,2023-10-18,fca
WEALTH MATE  FX,https://wealthmatefx.com/,,2023-10-13,fca
CLICK M0NEY/ clickmoneysystem.co.uk,https://clickmoneysystem.co.uk/,,2023-10-13,fca
CBX Capital/ https://cbxcapital.com,https://cbxcapital.com,,2023-10-13,fca
CENTERNAL EXCHANGE,www.centernal-exchange.com,,2023-10-13,fca
atlas-mine.com,atlas-mine.com,,2023-10-13,fca
VERTEMASSET MANAGEMENT / https://vertemassetmanagement.com (Clone of FCA Authorised firm's trading name),https://vertemassetmanagement.com/,,2023-10-13,fca
CARES CRYPTO,www.carescrypto.com,,2023-10-13,fca
STOCK WEALTH INVESTMENT,www.stockwealthinvestments.com,,2023-10-13,fca
aag-markets.com,,,2023-10-13,fca
GLOBAL-HERITAGELTD.COM,"www.globalheritageltd.org, https://www.global-heritageltd.com",,2023-10-16,fca
Apex Coin Trade,apexcoinpro.com,,2023-10-13,fca
Assuredfinancefx,Assuredfinancefx.com,,2023-10-13,fca
REAL EMERALD INVESTO,www.realemeraldinvesto.com,,2023-10-16,fca
Auto5CryptoFxPro,www.auto5cryptofxpro.com,,2023-10-13,fca
V Trades Investment,www.vtradesinvestment.com,,2023-10-16,fca
INTERIM CREDIT / TFX-MAX.NET,"www.tfx-max.net, www.interim-credit.com",,2023-10-16,fca
London Capital Group/ www.londoncapitalgroup.pro www.cint.pro/  www.cintra.group/  (Clone of FCA Authorised firm),"www.cintra.group/, www.londoncapitalgroup.pro, www.cint.pro/, www.lccbeie.vip, https://cintra-group.pro/, https://cint.ltd/",,2023-10-16,fca
MAIN CRYPTO TRADES,https://maincryptotrades.com/,,2023-10-16,fca
JEK TRADE,www.jektrade.com,,2023-10-16,fca
SWIBEN BANK,www.swibenbank.com,,2023-10-16,fca
LOAN FINDER E-GLOBAL FINANCE,www.loanfinder-eglobalfinance.com,,2023-10-16,fca
Brief Trader / https://www.brieftrader.com,https://www.brieftrader.com,,2023-10-11,fca
Cyber Rex Ltd,www.cyberexltd.com,,2023-10-11,fca
https://cryptocapital-limited.net/,https://cryptocapital-limited.net/,,2023-10-11,fca
MISSION FX CLUB,www.missionfxclub.com,,2023-10-12,fca
Covotent,www.covotent.com,,2023-10-11,fca
STX Broker/https://stxbrokerz.com,https://stxbrokerz.com,,2023-10-12,fca
RENOR INVESTMENT / MEGA S T,"www.renorinve.com, www.fbidirectcid.org",,2023-10-12,fca
Cryptoexon/Cryptoexon Financial Trust Limited,www.cryptoexonbit.com,,2023-10-12,fca
INVESTORMEX,www.investormex.com,,2023-10-11,fca
Bridgecapitalslp.com,www.bridgecapitalslp.com,,2023-10-12,fca
Broker2U Trade/ https://www.broker2utrade.com/ (Clone of FCA Authorised Appointed Representative),https://www.broker2utrade.com/,,2023-10-12,fca
NESU LOANS,www.nesuloans.com,,2023-10-12,fca
CRYPTOSCREEK MINING,https://cryptoscreek-mining.com/,,2023-10-12,fca
PROINSURE FINANCIAL,www.proinsurefinancial.com,,2023-10-12,fca
INCOGAIN,www.incogain.com,,2023-10-12,fca
Capital Debt Financing (Clone of FCA Authorised Firm),"https://capitaldebtfinancing.com/, https://propertiesarlington.com/dirr/financing/Financing.html",,2023-10-12,fca
British Accident Helpline,britishaccidenthelpline.co.uk,,2023-10-12,fca
GROW PIPS FX / GROWPIPSFX.ONLINE,www.growpipsfx.online,,2023-10-12,fca
FXMagnus International,www.fxmagnus.com,,2023-10-12,fca
Genox Auto Bot,www.genoxautobot.com,,2023-10-10,fca
CryptoGoldtrust,https://cryptogoldtrust.com/,,2023-10-13,fca
Secured Options Trade,www.securedoptionstrade.org,,2023-10-10,fca
FX Miners Holdings,www.fxminerholdings.com,,2023-10-10,fca
Super Trade Access,www.supertradeaccess.org,,2023-10-10,fca
Alphatrexoption,www.alphatrexoption.com,,2023-10-10,fca
Trademaxpro,www.trademaxpro.com,,2023-10-10,fca
Apex Finance Bank UK,www.apexfinancebank.com,,2023-10-10,fca
Dana Bank UK,www.danabankuk.com,,2023-10-10,fca
BalansFX,www.balansfx80.com,,2023-10-10,fca
OptimalDividendFx LTD - optimaldividendfx.com,https://optimaldividendfx.com,,2023-10-10,fca
bitfxpro.info - trade.bitfxpro.info,https://trade.bitfxpro.info,,2023-10-10,fca
Forex Genie Pros Ltd - https://forexgeniepros.com,https://forexgeniepros.com,,2023-10-10,fca
Prominent crypto earn,www.prominentcryptoearn.com,,2023-10-10,fca
tfxlegitmining - tfxlegitmining.com,https://www.tfxlegitmining.com,,2023-10-10,fca
MegaFxTrade -megafxtrade.com,https://www.megafxtrade.com,,2023-10-10,fca
cryptogainers.ltd,https://cryptogainers.ltd,,2023-10-10,fca
Blissoptionsfx - blissoptionsfx.com,,,2023-10-10,fca
Global Cryptos - global-cryptos.com,https://global-cryptos.com,,2023-10-10,fca
Globalfxvitaltrade,https://globalfxvitaltrade.com/,,2023-10-08,fca
CRYPTO BIT MINERS,www.crypto-bitminers.com,,2023-10-08,fca
GCCICPROFX,https://gccicprofx.com/,,2023-10-08,fca
Phemex Global Ltd / phemexglobalimited.org,https://phemexglobalimited.org,,2023-10-08,fca
Alpha Crypto Matrix (https://alphacryptomatrix.net/),https://alphacryptomatrix.net/,,2023-10-08,fca
Tolgrand / tolgrand.com,,,2023-10-08,fca
Legit Crypto Miners (www.legitcryptominers.com),https://legitcryptominers.com/en/index.html,,2023-10-08,fca
Global Unique Gains Fx,globaluniquegainsfx.com,,2023-10-08,fca
Hodlergroupfx - https://hodlergroupfx.com/,https://hodlergroupfx.com/,,2023-10-08,fca
spotpayfx.com Ltd / spotpayfx.com,https://spotpayfx.com/,,2023-10-08,fca
Norton FX Trades & Investments,nortonfxtrades.com,,2023-10-08,fca
Superfxrapidtrade,http://superfxrapidtrade.com/,,2023-10-08,fca
CrestHillFx / cresthillfx.com,,,2023-10-08,fca
ELITEWHITESAVINGS,https://elitewhitesavings.com/,,2023-10-09,fca
MOLLYFXTRADE/ Molly Fx Trade/ Fxs Capital Coin Trade247,https://mollyfxtrade.com/,,2023-10-08,fca
Guardian Invest (Clone of FCA authorised firm),guardianinvest.co,,2023-10-09,fca
GIANTTECH GLOBAL,https://giant-techglobal.com/,,2023-10-09,fca
MEGAFXSWIFTTRADE,www.megafxswifttrade.com,,2023-10-09,fca
Boxchain FX - boxchainfx.net,https://www.boxchainfx.net,,2023-10-09,fca
ANUBIS LTD,"https://anubisglobals.com/, www.anubisglobal.net",,2023-10-10,fca
CRYPTODIGITALHUB,https://cryptodigitalhub.com/,,2023-10-10,fca
Digital Accelerators,https://digitalsaccelerators.net/,,2023-10-10,fca
GlobalFXMultiTrade / globalfxmultitrade.com,http://globalfxmultitrade.com/,,2023-10-08,fca
Eurobit Club (https://eurobit.club/),https://eurobit.club/,,2023-10-08,fca
CRYPTOPRO VIP TRADE,https://cryptoproviptrade.com/,,2023-10-08,fca
ZACK ROCK FIRST INVESTMENT LTD,www.zackrockfirst.com,,2023-10-08,fca
CRYPTOAIRDROPS,www.cryptoairdrops.uk,,2023-10-08,fca
MEGASTOCKCRYPTO,www.megastockcrypto.com,,2023-10-08,fca
Fast Mine FX (https://fastminefx.com/),https://fastminefx.com/,,2023-10-08,fca
earnbitprofit.com,https://earnbitprofit.com,,2023-10-08,fca
FXX Mining / fxxminings.com,https://fxxminings.com/,,2023-10-08,fca
CHESTERTRADEFX,www.chestertradefx.com,,2023-10-08,fca
Fxpremium Investment LLC – fxpremium.org,https://fxpremium.org,,2023-10-08,fca
DELUXE SWISS LIMITED,www.deluxeswissltd.com,,2023-10-08,fca
Global Crypto Consulting (https://www.globalcryptoconsulting.com/),https://www.globalcryptoconsulting.com/,,2023-10-08,fca
fxtexchange / fxtexchange.com,https://fxtexchange.com/,,2023-10-08,fca
FASTFX OPTION,www.fastfxoption.com,,2023-10-08,fca
CRYPTO GENIE,www.cryptogenie.co.uk,,2023-10-08,fca
FXTECHTRADECO/ Fxtech Tradeco,https://fxtechtradeco.com/,,2023-10-08,fca
DigitalFX Trade,www.digitalfxcrypto.trade,,2023-10-08,fca
Forex Share Trade - https://forexshare-trade.com/,https://forexshare-trade.com/,,2023-10-08,fca
fxbinary-optionltd.com,www.fxbinary-optionltd.com,,2023-10-08,fca
microglobalfx - https://microglobalfx.com,https://microglobalfx.com,,2023-10-08,fca
CADOCINVESTMENTS,www.cadocinvestments.uk,,2023-10-08,fca
SwiftLedgerOption/ Swift Ledger Option,https://swiftledgeroption.com/,,2023-10-08,fca
Autoforextradesignal / autoforextradesignal.com,https://autoforextradesignal.com/,,2023-10-08,fca
Safe Cryptomining Fx,www.safecryptominingfx.net,,2023-10-08,fca
Satun-Fx,"www.satun-fx.co, satun-fx.co",,2023-10-08,fca
Pivot Bit / pivot-bit.com,https://pivot-bit.com,,2023-10-08,fca
stockgainfx.com,www.stockgainfx.com,,2023-10-08,fca
TrendVerce / trendverce.com,https://trendverce.com/,,2023-10-08,fca
Markets Analyst (https://markets-analyst.com/),https://markets-analyst.com/,,2023-10-08,fca
ProCryptor Cloud (https://procryptor.cloud/),https://procryptor.cloud/,,2023-10-08,fca
Bitpay Crypto (https://bitpay-crypto.com/),https://bitpay-crypto.com/,,2023-10-08,fca
Ibinex (https://ibinex.com/),https://ibinex.com/,,2023-10-08,fca
NVG-7FX-BOTS (https://nvg7fxb0ts.com/),https://nvg7fxb0ts.com/,,2023-10-08,fca
Crypto Fam (https://cryptofam.xyz/),https://cryptofam.xyz/,,2023-10-08,fca
iqcoinfx.com,www.iqcoinfx.com,,2023-10-08,fca
GravityVenture / gravityventue.net,https://gravityventue.net/,,2023-10-08,fca
CRYPTOCAPITAL-INVESTMENT,www.cryptocapital-investment.uk,,2023-10-08,fca
Prodigitalearners https://prodigitalearners.com,https://prodigitalearners.com,,2023-10-08,fca
Bitminings / bitminings.icu,https://bitminings.icu,,2023-10-08,fca
Double Income Trading / doubleincometrading.com,https://doubleincometrading.com/,,2023-10-08,fca
Citi Crypto Traders,www.citicryptotraders.com,,2023-10-08,fca
globaltradefxlive.com,globaltradefxlive.com,,2023-10-08,fca
Cryptogate/cryptogategroup.com,www.cryptogategroup.com,,2023-10-08,fca
APEX-COINS / APEX-COINS.CO,www.apex-coins.co,,2023-10-08,fca
CRYPTO M FUTURES,www.cryptomfutures.com,,2023-10-08,fca
Asset Gains - https://asset-gains.com/,https://asset-gains.com/,,2023-10-08,fca
1BTCASH,www.1btcash.com,,2023-10-08,fca
Mining-Profits,mining-profits.ltd,,2023-10-08,fca
Xcrypto-trade.com,www.xcrypto-trade.com,,2023-10-08,fca
FORTRAND CAPITAL,www.fortrandcapital.com,,2023-10-08,fca
huobi.com - htx.com - HTX (and/or Huobi Global and/or Huobi),huobi.com / htx.com,,2023-10-08,fca
CryptoVision / cryptovision.uk,https://cryptovision.uk/,,2023-10-08,fca
BitcoinTradeMax / bitcointrademax.com,bitcointrademax.com,,2023-10-08,fca
CRYPTO EMPIRE INVESTMENT,www.cryptoempireinvestment.com,,2023-10-08,fca
DINEROPROFIT,www.dineroprofit.com,,2023-10-08,fca
Coin Exchange / coin-exchange.uk,www.coin-exchange.uk,,2023-10-08,fca
ENSUR EELITE CRYPTO,www.ensureelitecrypto.info,,2023-10-08,fca
SUPERB COIN,www.superb-coin.com,,2023-10-08,fca
Auto Trade Connect,www.autotrade-connect.com,,2023-10-08,fca
All Assets Trade - allassetstrade.com,https://allassetstrade.com/,,2023-10-08,fca
forexbroker.cloud,forexbroker.cloud,,2023-10-08,fca
FutureCoins Ltd,www.futurecoinsltd.net,,2023-10-08,fca
KuCoin / kucoin.com,kucoin.com,,2023-10-08,fca
globalfxlivetrade.com,globalfxlivetrade.com,,2023-10-08,fca
Aury Trades,www.aurytrade.com,,2023-10-08,fca
Zen Trade,www.zen-trade.org,,2023-10-08,fca
Millennium Builders,www.millenniumbuilders.co,,2023-10-08,fca
Paygold Investment,https://paygold-investment.ltd/,,2023-10-08,fca
Global Binary Invest,www.global-binaryinvest.com,,2023-10-08,fca
Century Trades / century-trades.ltd,www.century-trades.ltd,,2023-10-08,fca
Premier-Options,www.premier-options.com,,2023-10-08,fca
Easefxtrade,www.easefxtrade.com,,2023-10-08,fca
Crypto-Hood Limited,www.crypto-hood.org,,2023-10-08,fca
MatrixFx / matrixfxint.com,matrixfxint.com,,2023-10-08,fca
CLIMESTOCK,www.climestock.com,,2023-10-08,fca
Global Stackfx /Westminetrades,https://westminetrades.com,,2023-10-08,fca
Goldlinetradefx,https://goldlinetradefx.com/,,2023-10-08,fca
Polar Profits,www.polarprofits.com,,2023-10-08,fca
Bitsummatefx,bitsummatefx.com,,2023-10-08,fca
